knr,knavn,aar,pm2,Menn_ya_p,Kvinner_ya_p,Total_ya_p,Total_t,rel_inc_l,rel_inc_h,uni_k_mf,uni_k_m,uni_k_f,uni_l_mf,uni_l_m,uni_l_f,nytt_bareal,nytt_bareal_pp
0227,Fet,2013,21957,59.711191335740075,59.25996204933587,59.49121184088807,10810,-4.4,9.100000000000001,20.2,16.1,24.3,6,7,5.1,5939,0.5493987049028677
0227,Fet,2014,21482,60.19091391196747,59.32109070673345,59.7664735698769,11048,-4.5,9.799999999999997,20.3,16.4,24.5,6.6,7.5,5.8,4034,0.36513396089790007
0227,Fet,2015,24183,59.74613110763346,58.75550660792952,59.26422001964461,11199,-3.8000000000000007,10.299999999999997,20.3,16.1,24.7,7.1,7.7,6.4,3262,0.2912760067863202
0227,Fet,2016,27711,59.54459852764937,58.828845111151274,59.19641287146122,11374,-3.4000000000000004,10.799999999999997,21.1,16.7,25.7,7.4,8,6.8,2218,0.19500615438719887
0227,Fet,2017,29309,59.47084597236265,58.779576587795766,59.134573777585466,11555,-2.6999999999999993,10.799999999999997,21.7,17,26.6,7.6,8.1,7.2,3887,0.3363911726525314
0228,Rælingen,2006,18783,63.57308584686775,63.213811420982736,63.390994144174464,14857,-7.300000000000001,5.699999999999999,18.3,15.6,20.8,4.8,6.8,2.9,3895,0.26216598236521504
0228,Rælingen,2007,21045,63.622955215875564,63.111520252498686,63.36475899614925,15062,-6,4.899999999999999,18.7,15.7,21.5,4.9,6.9,3,2923,0.19406453326251494
0228,Rælingen,2008,21010,63.46897931954636,62.714979650781146,63.08893594494441,15112,-5.899999999999999,5.800000000000001,19.1,16.1,22,5.4,7.2,3.6,5781,0.3825436739015352
0228,Rælingen,2009,20317,63.065655244572326,62.48863488764774,62.7761485826002,15345,-5.600000000000001,5.800000000000001,19.5,16.3,22.6,5.4,7,3.9,6358,0.414336917562724
0228,Rælingen,2010,22515,62.68637532133676,62.23274868774805,62.45911102559168,15591,-4.800000000000001,5.799999999999997,20.1,16.7,23.4,5.7,7.1,4.2,10278,0.6592264768135463
0228,Rælingen,2011,24237,62.06983805668016,61.863772455089816,61.96608040201005,15920,-4.699999999999999,6.299999999999997,20.6,17.2,23.9,5.9,7.3,4.6,4771,0.2996859296482412
0228,Rælingen,2012,25956,61.56785406138297,61.75996028298374,61.663574520717376,16170,-4.699999999999999,6.200000000000003,21.2,17.8,24.6,6.1,7.2,4.9,5445,0.336734693877551
0228,Rælingen,2013,27834,61.151515151515156,61.46878824969401,61.30937880633374,16420,-5.4,5.100000000000001,21.5,17.9,25,6.4,7.7,5.2,17942,1.0926918392204628
0228,Rælingen,2014,28778,61.1624053030303,60.732232591529076,60.948470784243725,16806,-4.5,4.799999999999997,22,18.2,25.8,7.2,8.1,6.2,7341,0.4368082827561585
0228,Rælingen,2015,31736,61.20938836859753,60.578725398313026,60.896130346232184,17185,-3.8000000000000007,5.299999999999997,22.6,18.3,26.8,7.5,8.4,6.6,5986,0.3483270293860925
0228,Rælingen,2016,35944,60.99452554744526,60.24486024486024,60.62205899231034,17426,-3.4000000000000004,5.799999999999997,23.4,19,27.7,7.8,8.6,7,6246,0.35842993228509124
0228,Rælingen,2017,37769,60.557233971131254,59.854429659956786,60.20868584320361,17730,-2.6999999999999993,5.799999999999997,23.7,19.2,28.2,8,8.7,7.4,7610,0.42921601804850534
0229,Enebakk,2006,13994,62.69343370974487,61.9098712446352,62.30671467909341,9442,-7.300000000000001,4.699999999999999,15.2,12.6,17.9,2.8,3.6,2,6281,0.6652192332133022
0229,Enebakk,2007,16056,62.48470012239902,61.51744430432955,62.00828157349897,9660,-6,5.899999999999999,15.1,12.6,17.7,3,3.8,2.2,9657,0.9996894409937889
0229,Enebakk,2008,16046,62.63933121019109,61.10084206202505,61.88213888608107,9893,-3.8999999999999986,6.800000000000001,15.2,12.7,17.8,3.1,3.7,2.4,8807,0.8902254119074092
0229,Enebakk,2009,15632,62.2036533229693,60.79488715797883,61.50891362158968,10153,-4.600000000000001,6.800000000000001,15.9,13.2,18.7,3.1,3.8,2.4,1907,0.18782625824879345
0229,Enebakk,2010,16594,61.88358151228003,60.33966033966034,61.12421383647799,10176,-4.800000000000001,7.799999999999997,16.2,13.3,19.1,3.2,3.8,2.7,2301,0.2261202830188679
0229,Enebakk,2011,17757,61.23035645841318,59.97224425059476,60.61196647826934,10262,-3.6999999999999993,8.299999999999997,16.5,13.4,19.7,3.3,3.8,2.8,2639,0.257162346521146
0229,Enebakk,2012,18487,60.565754964406146,59.35133035540881,59.96948603032326,10487,-3.6999999999999993,7.200000000000003,16.9,13.4,20.5,3.5,3.9,3.1,2908,0.2772956994373987
0229,Enebakk,2013,19865,60.69235064209939,58.97435897435898,59.84848484848485,10560,-3.4000000000000004,7.100000000000001,17.3,13.6,21.1,3.5,3.8,3.1,2074,0.19640151515151516
0229,Enebakk,2014,20882,60.033413773900136,58.6371444932239,59.34500282326369,10626,-2.5,5.799999999999997,18,14.2,21.9,4.2,4.5,3.9,2326,0.2188970449840015
0229,Enebakk,2015,21239,59.77032446226759,58.570345089116415,59.182156133829,10760,-1.8000000000000007,7.299999999999997,18.3,14.2,22.6,4.4,4.5,4.2,1654,0.15371747211895911
0229,Enebakk,2016,24407,60.10879419764279,58.13258636788049,59.13523459061637,10870,-3.4000000000000004,7.799999999999997,18.7,14.8,22.7,4.8,4.8,4.9,758,0.06973321067157313
0229,Enebakk,2017,26170,60.29042667622804,58.3660497289213,59.34840303834539,10927,-1.6999999999999993,7.799999999999997,19,15.1,23.1,4.9,4.9,4.9,4221,0.3862908392056374
0230,Lørenskog,2006,20952,61.503387180823346,61.48809141683251,61.495683662582046,30929,-6.300000000000001,9.7,20.8,18.6,22.9,5.7,7.5,3.9,4785,0.1547091726211646
0230,Lørenskog,2007,24428,61.31737293560363,61.220860064790706,61.26893033636218,31365,-5,8.899999999999999,21.2,18.8,23.5,5.8,7.7,4.1,2396,0.07639088155587438
0230,Lørenskog,2008,24813,61.213304775103936,60.77351523875086,60.992685147395854,31853,-4.899999999999999,8.8,21.4,18.9,23.8,6,7.7,4.4,4444,0.1395159011710043
0230,Lørenskog,2009,24802,60.70497703859997,60.675892746818235,60.69040247678018,32300,-3.6000000000000014,7.800000000000001,21.7,18.9,24.4,6.2,8,4.5,5294,0.16390092879256965
0230,Lørenskog,2010,25700,60.63021088769004,60.476306492873675,60.55300947143294,32730,-3.8000000000000007,6.799999999999997,22.1,19.2,24.9,6.5,8.1,4.9,3789,0.11576535288725939
0230,Lørenskog,2011,28375,60.3688843643332,60.11800830874827,60.24378527681038,33308,-3.6999999999999993,6.299999999999997,22.4,19.4,25.3,6.8,8.3,5.4,5452,0.1636844001441095
0230,Lørenskog,2012,28776,60.38849855346283,59.647030765561645,60.019579340828855,33709,-2.6999999999999993,6.200000000000003,23.1,20,26.1,7.1,8.5,5.7,8689,0.2577649885787178
0230,Lørenskog,2013,29520,60.421125701394104,59.19685316738097,59.81351981351981,34320,-2.4000000000000004,5.100000000000001,23.4,20.3,26.3,7.3,8.6,6.1,6456,0.18811188811188811
0230,Lørenskog,2014,30960,60.2052516913198,58.904665314401626,59.55846326771766,34697,-2.5,4.799999999999997,23.7,20.7,26.7,7.9,9,6.7,7499,0.2161281955212266
0230,Lørenskog,2015,33859,59.953690630823964,58.61060119320789,59.28740146276217,35139,-1.8000000000000007,4.299999999999997,24.1,20.7,27.5,8.4,9.6,7.3,6942,0.19755826859045506
0230,Lørenskog,2016,38289,60.06663753550361,58.94241417497231,59.50835899692037,36368,-2.4000000000000004,4.799999999999997,24.5,20.9,28.1,8.8,9.8,7.8,10326,0.2839309282886054
0230,Lørenskog,2017,40640,60.348203418532044,59.327894537792425,59.843340640538955,37406,-1.6999999999999993,3.799999999999997,24.9,21.1,28.8,9.3,10.1,8.5,9002,0.24065657915842378
0231,Skedsmo,2006,20170,60.98328324567994,59.21022597580461,60.08425730885859,43201,-5.300000000000001,5.699999999999999,19.5,17.6,21.4,5.5,7.6,3.5,8404,0.1945325339691211
0231,Skedsmo,2007,23622,60.811731057338726,59.41019955654102,60.102743567310505,44577,-4,4.899999999999999,19.7,17.7,21.7,5.8,7.7,3.9,8761,0.1965363303945981
0231,Skedsmo,2008,22848,61.04890210830198,59.32399931283284,60.17856368916049,46146,-3.8999999999999986,4.800000000000001,20.1,17.9,22.2,5.8,7.7,4,11032,0.2390673081090452
0231,Skedsmo,2009,23248,61.15353090893404,59.13484055009154,60.13756749807149,46668,-3.6000000000000014,4.800000000000001,20.3,18,22.5,6.1,7.9,4.3,6510,0.13949601439958859
0231,Skedsmo,2010,24708,60.988362287063595,58.945307618611245,59.96060599710831,47723,-2.8000000000000007,3.799999999999997,20.6,18.2,23,6.3,8.1,4.6,9799,0.20533076294449218
0231,Skedsmo,2011,26310,61.08248485098314,58.94337157555219,60.00779455201838,48752,-2.6999999999999993,3.299999999999997,21,18.4,23.4,6.6,8.3,5,9812,0.20126353790613719
0231,Skedsmo,2012,26846,61.18712273641851,58.36284610431422,59.775041249144834,49698,-2.6999999999999993,3.200000000000003,21.3,18.5,23.9,7,8.5,5.5,7641,0.15374864179645056
0231,Skedsmo,2013,28136,61.13309067890489,58.39404497941083,59.764109870972845,50532,-3.4000000000000004,3.1000000000000014,21.6,18.7,24.4,7.2,8.6,5.8,9650,0.19096809942214835
0231,Skedsmo,2014,29605,61.021989201032945,58.56028092079594,59.789403766507775,51188,-2.5,2.799999999999997,21.9,19,24.8,7.7,9.1,6.4,18032,0.352270063296085
0231,Skedsmo,2015,32396,60.84565941299466,58.46557782153751,59.653939101014984,51725,-1.8000000000000007,3.299999999999997,22.2,19.2,25.2,8.1,9.3,6.9,11044,0.2135137747704205
0231,Skedsmo,2016,35002,60.85979742593862,58.16450875856817,59.51220440958075,52522,-2.4000000000000004,2.799999999999997,22.6,19.5,25.6,8.5,9.6,7.4,13379,0.2547313506720993
0231,Skedsmo,2017,37540,60.97762426790809,58.28078078078078,59.62910128388017,53276,-1.6999999999999993,2.799999999999997,23.3,20,26.6,8.8,9.8,7.8,7195,0.13505143028755912
0233,Nittedal,2006,18164,60.45422140747531,59.53751388468142,59.99391542439915,19722,-8.3,10.7,20.2,17.5,22.8,6.3,8.1,4.5,3881,0.19678531589088327
0233,Nittedal,2007,19825,59.95777621393385,59.385290889132825,59.670472756410255,19968,-6,10.899999999999999,20.9,17.9,23.8,6.6,8.5,4.7,5279,0.2643729967948718
0233,Nittedal,2008,20394,59.82736382577637,59.08420949199174,59.45398894154819,20256,-5.899999999999999,11.8,21.1,18,24.1,6.8,8.6,5.1,11635,0.5743977093206951
0233,Nittedal,2009,20134,59.647058823529406,58.49348140994689,59.065920700559474,20555,-5.600000000000001,11.8,21.4,18,24.7,7.1,8.8,5.5,7087,0.3447822914132814
0233,Nittedal,2010,22363,59.180926744856755,57.98614406377527,58.57968384354554,20939,-5.800000000000001,11.799999999999997,21.6,18.2,25,7.2,8.8,5.7,3874,0.1850136109651846
0233,Nittedal,2011,22182,58.663625130691,57.76963547538519,58.214032600992205,21165,-5.699999999999999,11.299999999999997,21.9,18.3,25.4,7.6,9.1,6.1,10889,0.5144814552326955
0233,Nittedal,2012,23723,59.13878273837263,57.71561771561772,58.427332898294026,21454,-5.699999999999999,11.200000000000003,22.7,18.9,26.4,8.1,9.4,6.8,16631,0.7751934371212827
0233,Nittedal,2013,25777,59.65501588742623,57.79481562614093,58.72741340858404,21971,-4.4,11.100000000000001,23.2,19.1,27.2,8.5,9.5,7.4,10772,0.490282645305175
0233,Nittedal,2014,26462,59.46834992887624,57.56487384394361,58.52133124860398,22385,-4.5,10.799999999999997,23.5,19.6,27.4,9.1,9.9,8.3,7688,0.343444270716998
0233,Nittedal,2015,27935,59.439824945295406,57.59241202021097,58.52197657006959,22706,-2.8000000000000007,10.299999999999997,24,20.1,27.9,9.5,10.2,8.8,8385,0.369285651369682
0233,Nittedal,2016,30785,59.38563574482939,57.24688541849447,58.319114494465595,22857,-4.4,11.799999999999997,24.7,20.7,28.8,10.1,10.8,9.4,10793,0.4721967012293827
0233,Nittedal,2017,33251,59.59422283356258,57.41300405837148,58.5060095636066,23213,-3.6999999999999993,11.799999999999997,25.3,21.1,29.4,10.5,11.2,9.8,7988,0.3441175203549735
0234,Gjerdrum,2006,15808,58.502633559066965,59.037558685446015,58.764863828154965,5214,-7.300000000000001,11.7,19,15.9,22.1,5,5.7,4.3,427,0.08189489835059455
0234,Gjerdrum,2007,17848,57.856093979442,59.22403955876759,58.52792826452456,5353,-8,13.899999999999999,19.6,16.6,22.7,5.3,5.8,4.8,4043,0.7552774145339062
0234,Gjerdrum,2008,16791,58.43416370106762,59.00527505651846,58.711566617862374,5464,-6.899999999999999,13.8,20.4,17.4,23.5,5.1,5.7,4.4,1715,0.31387262079062955
0234,Gjerdrum,2009,18240,58.72235872235873,58.97718910963944,58.84677564217712,5567,-4.600000000000001,12.8,20.7,17.3,24.2,5.3,5.8,4.7,5421,0.9737740255074546
0234,Gjerdrum,2010,18408,59.04572564612326,58.08062789867998,58.58099982820821,5821,-3.8000000000000007,13.799999999999997,21.1,17.4,24.9,5.5,6,4.9,4554,0.7823398041573613
0234,Gjerdrum,2011,19898,59.06752411575563,58.54166666666667,58.81469115191986,5990,-3.6999999999999993,12.299999999999997,21.5,17.6,25.4,5.5,6,4.9,1233,0.2058430717863105
0234,Gjerdrum,2012,19675,59.283489096573206,58.29367777022434,58.81014304291288,6152,-4.699999999999999,12.200000000000003,21.4,17.1,25.8,5.7,6.3,5,3769,0.6126462938881665
0234,Gjerdrum,2013,22092,59.62484624846248,57.60292164674635,58.652618135376756,6264,-4.4,11.100000000000001,21.7,17,26.5,5.9,6.4,5.3,2366,0.3777139208173691
0234,Gjerdrum,2014,23417,59.392265193370164,58.23994726433751,58.836617927527016,6292,-4.5,11.799999999999997,21.9,17.5,26.6,6.4,6.9,5.9,3016,0.4793388429752066
0234,Gjerdrum,2015,24672,59.009419629292005,58.319604612850085,58.67846980714512,6326,-3.8000000000000007,12.299999999999997,22.4,18.1,26.8,7,7,6.9,1696,0.2680999051533354
0234,Gjerdrum,2016,25157,58.8145432325084,57.9344262295082,58.390004744583266,6323,-3.4000000000000004,11.799999999999997,23,18.6,27.5,6.9,6.8,6.9,2097,0.3316463703938004
0234,Gjerdrum,2017,28890,59.235294117647065,58.328035600762874,58.79926672777268,6546,-3.6999999999999993,11.799999999999997,23.3,18.4,28.4,7.2,7.1,7.3,3966,0.6058661778185152
0235,Ullensaker,2006,15781,61.2882703777336,60.57980148101465,60.93236772329732,25269,-6.300000000000001,5.699999999999999,17.1,14.7,19.4,3.9,5.4,2.5,12877,0.5095967390874193
0235,Ullensaker,2007,18818,61.252703120173,60.43170994008297,60.84109989986906,25966,-6,4.899999999999999,17.4,14.9,19.9,4.1,5.5,2.8,20778,0.8002002618809212
0235,Ullensaker,2008,18909,61.16490391777148,60.28279538051525,60.722506868641865,26934,-4.899999999999999,4.800000000000001,17.6,15,20.3,4.2,5.5,3,16044,0.5956783247939408
0235,Ullensaker,2009,19015,61.22681071860118,60.00426469542967,60.61553770701542,28138,-4.600000000000001,3.8000000000000007,18,15.1,20.9,4.4,5.4,3.3,11319,0.40226739640344017
0235,Ullensaker,2010,19745,60.7792029631662,59.983458542973324,60.38228822882288,29088,-4.800000000000001,3.799999999999997,18.5,15.3,21.7,4.4,5.4,3.4,8028,0.275990099009901
0235,Ullensaker,2011,21528,60.64456356296738,59.699398797595194,60.17419633655796,30081,-4.699999999999999,4.299999999999997,19,15.6,22.3,4.6,5.5,3.6,5958,0.1980652238954822
0235,Ullensaker,2012,22996,60.81444487130234,59.38674964345909,60.105012240690634,31044,-4.699999999999999,3.200000000000003,19.3,15.7,22.9,4.7,5.5,3.9,9925,0.3197075119185672
0235,Ullensaker,2013,23747,60.820872176687736,58.92766497461929,59.88091862772895,31743,-3.4000000000000004,3.1000000000000014,19.5,15.7,23.2,4.9,5.5,4.2,8264,0.26034086255237376
0235,Ullensaker,2014,25364,60.679997553965634,58.57631333540566,59.63684567482582,32438,-2.5,2.799999999999997,19.7,16.1,23.5,5.6,6.2,5.1,10840,0.3341759664590912
0235,Ullensaker,2015,26900,60.8213162423595,58.58193085849687,59.71480036025218,33310,-1.8000000000000007,2.299999999999997,20.1,16.2,24,6,6.4,5.5,9136,0.27427199039327527
0235,Ullensaker,2016,28868,60.943112038002546,58.43918000827081,59.70341337857206,34189,-1.4000000000000004,1.7999999999999972,20.4,16.5,24.4,6.3,6.6,6.1,8076,0.2362163268887654
0235,Ullensaker,2017,32550,61.28395896742194,58.37557603686636,59.845592843712616,35102,-1.6999999999999993,1.7999999999999972,20.7,16.9,24.6,6.5,6.7,6.4,9760,0.27804683493818017
0236,Nes (Akershus),2006,12082,60.13237727523442,58.39008596628336,59.26645211408279,18022,-5.300000000000001,0.6999999999999993,12.8,10.2,15.4,2.5,3.2,1.7,7818,0.4338031295083786
0236,Nes (Akershus),2007,13200,60.15710233471525,58.43366839721639,59.30073000713541,18219,-4,1.8999999999999986,13.3,10.5,16.1,2.5,3.2,1.8,8131,0.4462923321806905
0236,Nes (Akershus),2008,14470,60.40124450166291,58.51561649798672,59.46515397082658,18510,-2.8999999999999986,2.8000000000000007,13.5,10.4,16.5,2.6,3.3,1.8,5193,0.2805510534846029
0236,Nes (Akershus),2009,13647,60.764222435692176,58.82289416846652,59.799237747597836,18629,-3.6000000000000014,1.8000000000000007,13.6,10.5,16.8,2.6,3.3,1.9,7831,0.4203660958720275
0236,Nes (Akershus),2010,14268,60.600295920524204,59.0282968499733,59.818345992457644,18827,-2.8000000000000007,2.799999999999997,14,10.9,17.1,2.7,3.3,2.1,8654,0.45965900037180646
0236,Nes (Akershus),2011,15205,60.980187695516165,58.843429538006134,59.91915586120007,19049,-3.6999999999999993,1.2999999999999972,14.6,11.3,18,2.8,3.3,2.3,12028,0.6314242217439235
0236,Nes (Akershus),2012,16055,61.0219422998781,58.556872530671654,59.80372006987976,19462,-3.6999999999999993,2.200000000000003,15.2,11.6,18.7,3,3.5,2.5,10181,0.5231219812968863
0236,Nes (Akershus),2013,16722,61.174942551703474,58.990825688073386,60.09384933649529,19819,-3.4000000000000004,2.1000000000000014,15.5,11.7,19.4,3.1,3.6,2.7,7884,0.39780009082193857
0236,Nes (Akershus),2014,17750,61.120393120393125,59.0749824807288,60.10712160285657,20164,-2.5,1.7999999999999972,16.2,12.1,20.3,3.6,4,3.2,12885,0.6390101170402698
0236,Nes (Akershus),2015,19098,61.239934025419615,59.140849252697215,60.20088192062715,20410,-2.8000000000000007,2.299999999999997,16.5,12.4,20.7,3.9,4.2,3.5,7780,0.3811856932876041
0236,Nes (Akershus),2016,21219,60.710873304032106,58.93186003683242,59.827743829091084,20783,-2.4000000000000004,2.799999999999997,16.9,12.6,21.3,4.1,4.2,3.9,16513,0.7945436173795891
0236,Nes (Akershus),2017,21945,60.33853923127279,58.77891543420554,59.56405065674875,21241,-2.6999999999999993,3.799999999999997,17.3,12.9,21.7,4.4,4.5,4.4,13450,0.6332093592580387
0237,Eidsvoll,2006,11718,61.23720046447799,59.460317460317455,60.349838820483015,18923,-3.3000000000000007,-0.3000000000000007,14.2,11.4,17.1,3.1,4.4,1.8,3446,0.1821064313269566
0237,Eidsvoll,2007,13034,60.913967402517024,59.63692946058091,60.27723181959242,19334,-3,-0.10000000000000142,14.3,11.3,17.2,3.3,4.5,2.1,0,0
0237,Eidsvoll,2008,13597,61.18130766145207,59.674175382139985,60.428800964049,19916,-2.8999999999999986,-0.1999999999999993,14.6,11.7,17.5,3.3,4.4,2.3,11476,0.5762201245229965
0237,Eidsvoll,2009,13378,61.15199685997449,59.69397828232972,60.42517592638158,20321,-2.6000000000000014,-0.1999999999999993,15.1,11.9,18.2,3.5,4.5,2.4,3856,0.18975444121844398
0237,Eidsvoll,2010,14035,61.050811641532995,59.63222416812609,60.34607762579148,20689,-2.8000000000000007,-1.2000000000000028,15.7,12.3,19,3.5,4.4,2.7,2984,0.1442312339890763
0237,Eidsvoll,2011,15096,60.7209913631243,59.63153875525009,60.18080272624006,21128,-1.6999999999999993,-0.7000000000000028,16.3,12.9,19.6,3.7,4.4,3,5371,0.2542124195380538
0237,Eidsvoll,2012,16220,60.921862087962545,59.58061509785648,60.25623236668054,21621,-1.6999999999999993,-0.7999999999999972,16.7,13.2,20,3.9,4.5,3.2,5690,0.2631700661394015
0237,Eidsvoll,2013,16875,60.74047576462171,59.461678832116796,60.10748803179477,22142,-1.4000000000000004,-0.8999999999999986,17.1,13.3,20.7,4.1,4.7,3.5,10001,0.45167554873091864
0237,Eidsvoll,2014,17903,60.412840024490514,58.91968727789624,59.672087795848206,22689,-1.5,-1.2000000000000028,17.6,13.9,21.2,4.7,5.2,4.3,8161,0.35968971748424344
0237,Eidsvoll,2015,18779,60.20015396458815,58.74253052740972,59.47585850761683,23238,-1.8000000000000007,-0.7000000000000028,18,14.1,22,5.1,5.4,4.8,9484,0.4081246234615716
0237,Eidsvoll,2016,21178,60.06498916847192,58.684054534676946,59.380118432657184,23811,-1.4000000000000004,-0.20000000000000284,18.4,14.4,22.5,5.5,5.9,5.1,11444,0.4806182016714964
0237,Eidsvoll,2017,23703,59.996752983196686,58.74669312169311,59.37743190661479,24415,-1.6999999999999993,0.7999999999999972,18.8,14.8,22.9,5.7,5.9,5.5,7102,0.290886749948802
0238,Nannestad,2006,12014,60.4287369640788,58.9539179467237,59.69382811743048,10321,-4.300000000000001,1.6999999999999993,13.4,11,15.7,2.5,2.9,2,4107,0.3979265575041178
0238,Nannestad,2007,14741,60.67223699202431,58.614800759013285,59.64312832194382,10536,-5,1.8999999999999986,13.6,11.3,15.9,2.7,3.1,2.2,8119,0.7705960516324981
0238,Nannestad,2008,14973,60.514541387024614,58.49234838465899,59.51018110162335,10657,-3.8999999999999986,3.8000000000000007,13.9,11.5,16.4,2.8,3.3,2.3,6673,0.6261612085952895
0238,Nannestad,2009,14473,60.30520316234602,58.66442827830629,59.49074074074075,10800,-4.600000000000001,3.8000000000000007,14,11.4,16.7,3,3.4,2.6,2789,0.2582407407407407
0238,Nannestad,2010,15579,60.60550793361299,58.35782512858193,59.485677679143414,10927,-4.800000000000001,3.799999999999997,14.5,11.5,17.5,3.1,3.5,2.7,3185,0.2914798206278027
0238,Nannestad,2011,17275,60.556348074179745,58.20652173913044,59.390726096333566,11128,-3.6999999999999993,3.299999999999997,14.9,11.9,18.1,3.4,3.7,3,2754,0.24748382458662832
0238,Nannestad,2012,17233,60.79142906514602,58.27802690582959,59.55817637739834,11362,-2.6999999999999993,3.200000000000003,15.6,12.3,19.1,3.7,4.1,3.3,3411,0.30021123041718006
0238,Nannestad,2013,18534,60.55810787816913,58.617626154939586,59.60886571056062,11505,-3.4000000000000004,3.1000000000000014,15.8,12.4,19.2,3.7,3.9,3.4,4152,0.3608865710560626
0238,Nannestad,2014,18343,61.48197596795728,58.30271216097987,59.929956436320154,11707,-3.5,2.799999999999997,16.5,13.1,20,4.4,4.3,4.5,7620,0.6508926283420176
0238,Nannestad,2015,21059,61.700032819166395,58.707671043538355,60.2423834371318,11882,-1.8000000000000007,2.299999999999997,17,13.1,21.2,4.5,4.5,4.4,6525,0.5491499747517253
0238,Nannestad,2016,21191,61.83728705620124,58.70364183093886,60.308143800440206,12267,-1.4000000000000004,2.799999999999997,17.4,13.4,21.6,4.6,4.5,4.7,7272,0.5928099779897286
0238,Nannestad,2017,24902,62.106724244293645,58.95026729305039,60.56727502567749,12657,-2.6999999999999993,3.799999999999997,18.1,14.2,22.3,4.9,4.6,5.1,11440,0.9038476732243027
0239,Hurdal,2006,9400,57.95795795795796,55.82486317435497,56.913060130218305,2611,2.6999999999999993,-6.300000000000001,11.9,8.7,15.2,2.6,3.5,1.6,1199,0.45921103025660664
0239,Hurdal,2007,10062,58.29562594268477,56.782334384858046,57.55589822667695,2594,1,-7.100000000000001,12.1,8.8,15.5,2.5,3.3,1.7,287,0.11063993831919815
0239,Hurdal,2008,11958,56.99088145896657,56.758893280632414,56.877179387834175,2581,1.1000000000000014,-6.199999999999999,12.4,8.7,16.1,2.7,3.5,2,575,0.22278186749321968
0239,Hurdal,2009,10479,57.23981900452488,56.91119691119692,57.07745135444486,2621,0.3999999999999986,-6.199999999999999,12.5,8.6,16.4,2.9,3.9,1.8,215,0.08202975963372758
0239,Hurdal,2010,10789,57.72727272727273,57.05474171164225,57.393962552541076,2617,1.1999999999999993,-7.200000000000003,13.1,9.4,16.9,3.1,3.7,2.5,872,0.33320596102407335
0239,Hurdal,2011,13413,57.21804511278196,56.788207913110945,57.00649102710958,2619,0.3000000000000007,-6.700000000000003,13.8,9.7,17.7,3.4,4,2.9,523,0.19969453990072547
0239,Hurdal,2012,12582,56.393200295639325,57.1319018404908,56.7557395558901,2657,0.3000000000000007,-5.799999999999997,14.1,10.2,18,3.5,4.2,2.9,478,0.1799021452766278
0239,Hurdal,2013,12362,56.66912306558585,56.852409638554214,56.75977653631284,2685,-0.40000000000000036,-4.899999999999999,14.3,9.8,18.8,3.6,4.3,2.8,2163,0.8055865921787709
0239,Hurdal,2014,13672,56.29090909090909,57.57575757575758,56.92022263450834,2695,0.5,-6.200000000000003,14.5,10.2,19,4.1,4.7,3.5,2319,0.8604823747680891
0239,Hurdal,2015,14318,56.7068843151171,56.66418466120625,56.68604651162791,2752,0.1999999999999993,-4.700000000000003,15.2,10.4,20,4.3,5,3.7,1165,0.423328488372093
0239,Hurdal,2016,18915,56.05536332179931,56.82471264367817,56.43285160380683,2837,1.5999999999999996,-7.200000000000003,16.1,10.6,21.6,4.9,5.4,4.5,381,0.13429679238632358
0239,Hurdal,2017,18652,56.07603530210454,56.78496868475992,56.42611683848797,2910,1.3000000000000007,-7.200000000000003,17.1,11.5,22.7,5,5.3,4.7,743,0.25532646048109964
0301,Oslo kommune,2006,28099,67.06961043700392,63.677105615822946,65.33466069601104,538411,5.699999999999999,-0.3000000000000007,27.9,25.3,30.3,13.3,15.9,10.9,34656,0.06436718417714349
0301,Oslo kommune,2007,31046,67.33200588049203,64.07913350385094,65.67222670825001,548617,5,-2.1000000000000014,28.2,25.6,30.8,14,16.4,11.7,31822,0.05800403560225075
0301,Oslo kommune,2008,31603,67.64534283260434,64.4304878520242,66.0133027883044,560484,5.100000000000001,-3.1999999999999993,28.5,25.7,31.2,14.7,16.9,12.5,18076,0.03225069761135019
0301,Oslo kommune,2009,32437,67.77548531319088,64.65109565313024,66.19575133585299,575475,3.3999999999999986,-3.1999999999999993,28.8,26,31.5,15.2,17.3,13.2,39921,0.06937052000521308
0301,Oslo kommune,2010,35100,67.453527945299,64.696965103235,66.05919640118597,586860,2.1999999999999993,-4.200000000000003,29,26.1,31.7,15.7,17.7,13.9,44721,0.07620386463551784
0301,Oslo kommune,2011,38480,67.45631539208284,64.77567937387212,66.10283196769187,599230,3.3000000000000007,-4.700000000000003,29.2,26.3,32.1,16.4,18.2,14.7,39994,0.06674231930978089
0301,Oslo kommune,2012,41017,67.4399059769013,64.87224592537879,66.14754967103386,613285,2.3000000000000007,-4.799999999999997,29.5,26.5,32.4,17,18.6,15.5,61580,0.10041008666443824
0301,Oslo kommune,2013,41948,67.35478882767953,64.92779599178456,66.13517403191841,623966,2.5999999999999996,-4.899999999999999,29.9,26.9,32.8,17.6,19,16.2,58731,0.09412532093094816
0301,Oslo kommune,2014,42606,67.31426185535705,65.03790223015277,66.17218025322201,634463,2.5,-5.200000000000003,29.7,26.7,32.6,18.3,19.4,17.1,76754,0.12097474557223983
0301,Oslo kommune,2015,46753,67.29835362907721,65.06909207350115,66.18046677659818,647676,3.1999999999999993,-4.700000000000003,29.7,26.6,32.8,19.3,20.4,18.2,54758,0.08454535909930273
