knr,knavn,aar,pm2,Menn_ya_p,Kvinner_ya_p,Total_ya_p,Total_t,rel_inc_l,rel_inc_h,uni_k_mf,uni_k_m,uni_k_f,uni_l_mf,uni_l_m,uni_l_f,nytt_bareal,nytt_bareal_pp
0104,Moss,2010,18795,60.414971521562244,58.51982724774244,59.45054945054945,30030,3.1999999999999993,-6.200000000000003,19.4,16.9,21.8,5.9,7.5,4.5,2353,0.07835497835497836
0104,Moss,2011,20213,60.18090452261306,58.20730117340287,59.180571617379805,30265,3.3000000000000007,-6.700000000000003,19.8,17.2,22.2,6.1,7.5,4.7,2851,0.09420122253428052
0104,Moss,2012,21198,59.76905311778291,57.89439876670093,58.81912573641897,30723,1.3000000000000007,-6.799999999999997,20.2,17.6,22.6,6.3,7.6,5.1,3466,0.11281450379194741
0104,Moss,2013,21799,59.607229072877935,57.55698869803971,58.57105976507035,30988,2.5999999999999996,-6.899999999999999,20.5,17.7,23.1,6.6,7.7,5.5,2728,0.08803407770749967
0104,Moss,2014,23750,59.24182837985945,57.14376147369754,58.18321195860483,31308,2.5,-7.200000000000003,20.9,18,23.6,7.2,8.2,6.1,2591,0.08275840040884119
0104,Moss,2015,24716,59.05087752645252,57.13839815219427,58.087541664046284,31802,1.1999999999999993,-6.700000000000003,21.2,18.1,24.2,7.7,8.7,6.6,1148,0.03609835859379913
0104,Moss,2016,27254,58.825,56.66172290198986,57.7372444223479,32182,1.5999999999999996,-7.200000000000003,21.6,18.4,24.7,8,9,7,1107,0.03439811074513703
0104,Moss,2017,28299,58.70686975442959,56.64134297267491,57.66655352238714,32407,1.3000000000000007,-7.200000000000003,21.8,18.5,25.1,8.3,9.2,7.4,3170,0.09781837257382664
0105,Sarpsborg,2006,12766,60.7861393353034,58.05131433968204,59.39938142272773,50115,3.6999999999999993,-6.300000000000001,15.7,13.4,17.9,2.6,3.7,1.5,11858,0.23661578369749575
0105,Sarpsborg,2007,14408,60.685194058457114,58.021840385142276,59.34022493230289,50593,3,-6.100000000000001,16,13.5,18.3,2.7,3.8,1.6,16105,0.31832466942067084
0105,Sarpsborg,2008,14981,60.898548437993064,58.06388856464729,59.471529586899884,51053,3.1000000000000014,-7.199999999999999,16.3,13.7,18.9,2.8,3.9,1.7,8168,0.15999059800599377
0105,Sarpsborg,2009,14214,60.69314641744549,57.86583726913182,59.2695705972198,51723,3.3999999999999986,-7.199999999999999,16.6,13.9,19.2,2.9,3.9,1.8,8255,0.1596001778705798
0105,Sarpsborg,2010,14870,60.06790385431536,57.55716463414634,58.80480837439368,52159,2.1999999999999993,-7.200000000000003,17,14.1,19.8,2.9,4,1.9,10431,0.19998466228263578
0105,Sarpsborg,2011,15634,59.79895670715455,57.282797076331846,58.53422971309536,52805,2.3000000000000007,-7.700000000000003,17.2,14.2,20.2,3,4,2.1,11898,0.22531957201022632
0105,Sarpsborg,2012,16536,59.55957086391869,56.90002988643156,58.22473890461816,53333,3.3000000000000007,-7.799999999999997,17.7,14.6,20.8,3.1,4,2.3,8819,0.16535728348302176
0105,Sarpsborg,2013,17540,59.217355587916806,56.78989411109047,58.00059594755661,53696,3.5999999999999996,-7.899999999999999,18.1,14.8,21.3,3.2,4,2.4,8145,0.15168727651966626
0105,Sarpsborg,2014,17896,59.33935272916434,56.63817873719885,57.982944560572705,54059,1.5,-7.200000000000003,18.5,15.1,21.9,3.5,4.2,2.8,9654,0.17858265968663867
0105,Sarpsborg,2015,19136,59.07558979297063,56.54076716560626,57.803734868615294,54192,1.1999999999999993,-6.700000000000003,19,15.5,22.5,3.8,4.5,3.2,13231,0.24415042810746973
0105,Sarpsborg,2016,20919,59.151572926596764,56.5391913589257,57.84227660119243,54678,0.5999999999999996,-6.200000000000003,19.4,15.6,23.2,4,4.7,3.3,11234,0.20545740517209846
0105,Sarpsborg,2017,21372,58.86220801394993,56.61594202898551,57.7375877519183,55127,1.3000000000000007,-6.200000000000003,19.9,15.9,23.7,4.2,4.8,3.6,12619,0.22890779472853592
0106,Fredrikstad,2006,13885,59.91775029685192,57.53681539904032,58.69813959401618,70791,2.6999999999999993,-3.3000000000000007,18.3,16,20.5,3.9,5.5,2.4,17755,0.25080871862242377
0106,Fredrikstad,2007,15806,59.75126378676471,57.78350374167375,58.74440719805882,71297,3,-4.100000000000001,18.6,16.1,21,4.1,5.6,2.7,9057,0.12703199293097886
0106,Fredrikstad,2008,15671,59.810908264955565,57.82070466603183,58.79459819939979,71976,3.1000000000000014,-4.199999999999999,19,16.2,21.5,4.3,5.8,2.9,15337,0.21308491719462042
0106,Fredrikstad,2009,15043,59.840425531914896,57.87257019438445,58.838647608576146,72760,3.3999999999999986,-4.199999999999999,19.4,16.5,22,4.5,6,3.2,17255,0.2371495327102804
0106,Fredrikstad,2010,16092,59.70491531511618,57.74335692348779,58.707460821858284,73638,3.1999999999999993,-4.200000000000003,19.8,16.7,22.6,4.7,6,3.4,13349,0.18127868763410196
0106,Fredrikstad,2011,16750,59.47219347459012,57.89070547529119,58.66933050858821,74579,2.3000000000000007,-3.700000000000003,20.2,16.9,23.3,4.9,6.2,3.7,15014,0.20131672454712451
0106,Fredrikstad,2012,17591,59.42950241713629,57.78144827224582,58.59783284601035,75583,2.3000000000000007,-4.799999999999997,20.5,17.2,23.7,5.2,6.4,4,17622,0.2331476654803329
0106,Fredrikstad,2013,18470,59.51350074785484,57.682567574551655,58.59101383988439,76807,2.5999999999999996,-4.899999999999999,20.9,17.4,24.2,5.3,6.4,4.2,16871,0.2196544585779942
0106,Fredrikstad,2014,18746,59.64146531566641,57.64814199125342,58.63695531698264,77591,2.5,-4.200000000000003,21.3,17.7,24.8,5.7,6.7,4.6,16171,0.20841334690879096
0106,Fredrikstad,2015,20769,59.42197127903679,57.52819262419994,58.46799472869407,78159,0.1999999999999993,-3.700000000000003,21.6,17.7,25.3,6,6.9,5.1,21940,0.28070983507977326
0106,Fredrikstad,2016,22404,59.33224423116194,57.63614887788696,58.47759190547951,78967,1.5999999999999996,-4.200000000000003,22.2,18.2,26,6.1,7,5.3,21238,0.26894778831663857
